,cDLBCL_2,cDLBCL_3,cDLBCL_4,cDLBCL_5,cDLBCL_6,cDLBCL_7,cDLBCL_8,cDLBCL_9,cDLBCL_11,cDLBCL_12,cDLBCL_13,cDLBCL_14,cDLBCL_15,cDLBCL_16,cDLBCL_17,cDLBCL_18,cDLBCL_19,cDLBCL_20,cDLBCL_21,cDLBCL_22,cDLBCL_23,cDLBCL_24,cDLBCL_25,cDLBCL_26,cDLBCL_27,cDLBCL_28,cDLBCL_29,cDLBCL_30,cDLBCL_31,cDLBCL_32,cDLBCL_33,cDLBCL_34,cDLBCL_35,cDLBCL_36,cDLBCL_37,cDLBCL_38,cDLBCL_39,Ctrl_1,Ctrl_2,Ctrl_3,Ctrl_4,Ctrl_5,Ctrl_7,Ctrl_8
GT_CpG_65:chr29:964040-964822_806554,1.617183251,1.434798429,1.229783646,1.031496481,1.381758325,1.735097621,1.100995182,1.149840641,1.269835794,1.262633309,1.266172044,1.307382811,0.700686359,1.368539482,1.077772286,1.014388275,1.147661753,0.851024128,1.566651788,0.967566331,0.892686508,1.22278631,0.929611023,1.407475825,1.332907611,1.201267774,1.102431875,1.276357709,1.239283802,1.442860707,1.072259532,1.220296515,1.336127709,1.314522989,0.967628267,1.652609695,1.226553014,0.350950965,0.266491887,0.498618779,0.154278752,-0.311761597,0.033077343,0.351356756
GT_CpG_66:chr1:100730324-100731203_811106,1.569666998,1.585137289,1.555508534,0.772550531,0.687359308,1.593227379,1.617838732,0.144444839,1.419601927,1.287788405,1.395321057,1.618303886,1.659045986,1.563954623,1.223060763,1.567537699,1.199560831,1.326870311,1.567855402,1.506178392,0.603333851,1.382638556,1.106526134,1.466810683,1.552756652,1.497253842,1.332580691,1.377032982,1.502560357,1.660728949,1.172057193,1.124522885,1.418398193,1.400615716,1.362022718,1.510416936,1.016286167,-0.647054299,-0.546846297,-0.210744128,-1.3070966,-1.632438065,-1.613092958,-1.155274996
GT_CpG_66:chr1:106520394-106521170_811153,1.622930291,1.659787851,1.350577836,1.132691857,1.258738325,0.98302086,1.061521455,0.638839082,1.500510551,1.161938503,1.258754191,-0.500468141,-0.478446585,0.122302895,-0.444677558,0.905373815,-0.170893813,1.212126895,1.419829121,1.389108702,1.196853166,1.297279819,1.073829207,1.078524201,1.420828667,1.361750646,0.803240314,-1.041954993,1.440828147,1.467480234,1.261499112,1.078441774,1.151691276,0.772093434,-0.200289906,1.597239034,1.292346462,-0.202405643,-0.519606968,-0.139329267,-0.666782256,-0.915295717,-0.837548158,-0.595867402
GT_CpG_66:chr11:52614953-52615778_809844,1.252893031,0.607441236,1.248572518,0.736252025,1.313758526,1.361109387,1.268997235,1.375620389,1.037539686,1.062262314,0.734880702,0.310028061,1.275184844,0.985235982,0.52982317,1.466009926,0.836632443,1.144800344,1.510303118,1.016395757,1.344570686,0.603074446,-0.502097203,-0.176915944,0.855858166,1.05517776,-0.852372146,-0.882903458,0.813677267,1.701214593,-0.639531037,0.014728975,0.92786358,0.700864316,0.666333131,-0.031152662,0.031568457,-1.567046314,-1.417393469,-0.930452391,-1.634530042,-1.069312865,-1.096650939,-1.28081332
GT_CpG_66:chr12:18447812-18448906_809948,1.433179626,1.376368293,1.339366707,0.718821392,0.850683159,1.287558714,1.321476742,0.925600497,1.30236799,1.217470063,1.17931126,1.438562939,1.497980453,1.409195098,1.136507702,1.225929463,1.111869748,1.281671503,1.373222836,1.296769823,1.234854071,1.251437017,1.261581667,1.265828659,1.536867314,1.496472807,1.116670961,1.255971524,1.343870606,1.402444106,1.063492222,1.145964215,1.285104328,1.196277585,1.280957909,1.310930854,0.888189868,0.002705532,0.097200055,0.445139226,-0.333484427,-0.719558229,0.291948528,0.650199095
GT_CpG_66:chr13:56401717-56402581_810140,0.994635799,0.776474117,-0.200949556,-0.255416156,0.032004433,1.145935175,1.133641868,1.013110457,0.658942489,0.716101963,1.011753193,0.096286114,1.24774913,-0.729935556,0.840192297,0.697523263,0.621133031,1.017099856,1.609546129,0.92190589,-1.846825046,0.703273167,0.559325118,0.91698268,0.838245327,1.003316289,0.514174949,0.71786709,0.928472189,0.48070429,0.898799322,-0.875970288,1.023584059,0.226284371,0.600637847,1.099289288,0.749259185,-1.862323111,-1.088030724,-0.929533706,-1.473237127,-2.486020468,-1.534946536,-1.254736216
GT_CpG_66:chr2:79902600-79903291_813025,0.639078729,1.136033523,0.694309338,0.159540649,0.654530948,1.207087356,0.830837567,0.124257489,0.316844437,0.670604848,0.947572091,1.067861169,0.573672074,0.862182478,0.733311453,0.769032385,0.814715943,0.497460494,1.02439767,0.785837721,0.409491683,0.181312872,0.886220297,1.091387701,0.747373789,0.551588734,0.977044785,0.989080425,0.781601472,0.984361232,0.772479617,0.00957921,0.255813025,0.730725341,0.526384116,0.954798835,0.383550782,-0.668154998,-0.549657634,-0.386545046,-0.825703069,-1.029720584,-1.182628108,-0.992927814
GT_CpG_66:chr25:44851393-44852211_812108,-1.142072517,-1.699044142,-1.666254317,0.086160386,1.033239422,0.759031227,0.569002416,-1.787199374,0.085253984,0.743162706,-0.861176987,0.117960684,-2.015361403,0.597373156,-1.819842533,-0.46045352,-1.520573148,0.608098847,1.37634743,0.381548978,-1.143063491,-1.311168751,-1.296975749,-0.171867433,0.781004638,0.393755156,-1.343775952,-1.906628613,0.836938194,1.335437481,-2.036905858,0.743814272,0.77822151,0.026321396,0.73660001,0.749810346,-0.416783486,-1.82442392,-1.429334628,-1.445945112,-1.769172148,-1.702011548,-1.735321686,-1.725279085
GT_CpG_66:chr28:13410519-13411560_812646,0.561936644,1.359882362,0.650281725,0.295866116,0.695506128,1.247384477,0.474944195,-0.208890291,-0.140685377,0.747153257,0.642896815,1.278976748,1.428053431,1.110556527,0.73014881,1.251666242,0.874493556,1.264909756,1.304710371,1.099032194,0.898529856,0.889159575,0.598615533,1.173999013,1.017990809,1.310002268,1.299176713,1.09749595,0.415882724,1.619072921,1.159931129,-0.555201519,-0.120437199,0.542825652,1.112072537,1.076244267,0.769661476,-0.227905645,-0.286940882,0.046849389,-0.542660005,-0.796675829,-0.738438884,-0.413906177
GT_CpG_66:chr5:31603668-31604734_814174,-1.74048055,-0.629439076,-0.603081721,-0.856957357,-0.002817644,0.019853848,0.333550468,-0.604843102,-0.72986157,-1.310326063,-0.114166706,0.000256906,-0.659822702,-0.452004111,-2.005093568,0.321065976,-0.193997421,0.897408167,0.400627089,0.059877679,0.311400611,-1.317664154,-1.253756967,-1.740247223,0.325537631,-0.611590757,-1.940052431,-0.007894707,0.618225474,0.51985557,-0.406861521,-2.257781622,0.811818681,-1.791885636,-1.365915743,0.004708718,0.797641003,-2.002083258,-2.128178515,-1.862280253,-1.853808398,-1.986631196,-1.703091831,-1.669102026
GT_CpG_66:chr7:73813243-73814100_814662,1.69430569,1.720025852,1.546814462,1.053969066,1.298843992,1.758756623,1.285372029,0.591403629,1.187093615,0.331913376,1.54855255,0.365972627,0.609168246,0.151512513,0.542476425,1.292031218,0.979992259,1.209950359,1.601680519,1.318557296,-1.648655165,0.996011159,0.401950518,1.521445564,0.908614047,0.868262606,1.049203267,1.504055736,1.203353731,1.185214875,0.561261409,0.930934994,1.082970421,1.139694916,1.186636735,1.439611991,0.987766195,-0.545211967,-0.170827369,-0.477608479,-0.961671247,-1.292769052,-1.045546782,-1.115770525
GT_CpG_66:chr9:24038885-24039825_814971,-1.285965243,-1.406659008,1.007071496,-0.02953242,0.186540674,0.731677147,0.876487224,-1.363765866,-1.437739388,-1.005080647,-0.017306559,0.407611056,1.133354436,0.644521122,0.206230765,0.757972782,0.101390098,1.130891178,1.412848927,0.870412034,0.868685254,0.369640239,0.022215447,-1.100227296,0.945797398,0.172326694,-1.547514838,-0.137992618,0.617624832,1.488812978,-1.282881312,-0.356862693,0.410199556,0.057072098,0.276163407,0.400423319,0.616719374,-1.95154986,-1.067198058,-1.081291042,-1.651202999,-1.987288156,-1.591409309,-1.365277622
GT_CpG_67:chr1:105193457-105194348_817302,0.280448142,-0.471380295,0.462796503,-1.450259932,-1.592660955,-0.0156786,-1.118489118,-2.121693886,-1.335950192,-0.499428039,1.085562839,-1.844084099,1.30022616,-1.176696967,0.272955688,0.538611917,-1.554393296,0.852385185,0.265413394,-1.458801189,-1.006222357,-1.743586184,-0.096468616,-0.592572454,-1.536781533,-0.243080051,-1.906537604,0.509838911,0.025356304,0.275988367,0.228582267,-0.503687955,-1.315652521,-0.067044634,-0.271867789,-0.262875586,0.493588017,-1.893184008,-1.618277657,-1.832830397,-1.96141828,-2.012323487,-1.869404743,-1.985188122
GT_CpG_67:chr1:116546891-116547788_817373,-1.401704891,0.815985651,-0.093413654,-0.829900031,-0.730792426,0.493733114,1.299753028,0.564768101,0.23602224,0.181284721,-0.492441341,0.377160898,1.471541087,0.071108524,-0.891258858,0.272098897,-0.737881754,1.105246097,1.59292576,1.062289391,1.055212206,-0.356274359,-1.272157911,-2.228605805,1.307357765,0.894125103,-1.25696236,0.030461077,0.151003696,1.285186621,-0.271044464,-1.339115517,1.164507486,-0.658378102,1.25116702,1.1726084,0.786714662,-1.95380784,-1.258173154,-1.803919377,-1.709606905,-1.940986068,-1.502680454,-1.448737779
GT_CpG_67:chr1:43263986-43264823_817553,1.054724649,0.289668525,0.410089689,-0.454612204,0.063217026,0.974049259,0.640858487,0.000761479,1.273911604,0.409543578,0.010807004,0.465164601,0.341181432,0.772205773,0.852537144,0.511302572,-0.235322641,0.303249401,1.164012722,0.488444042,0.110103726,0.486275695,-0.676184543,-0.147733482,1.238110348,0.43229039,0.554673898,-0.351076119,1.165669122,0.719394351,-0.604216934,0.934101241,1.184097229,1.327332791,1.792494284,1.738515895,1.283757949,-0.514683449,-1.047302851,-0.520551469,-1.18992146,-0.737259239,-1.068007034,-1.031054349
GT_CpG_67:chr1:89875614-89876550_817604,0.910021214,-0.099081887,0.829867557,0.192430139,0.982292355,0.676475479,1.369086813,0.461599813,0.801114681,0.512964329,1.051698071,0.33734587,1.116592004,1.333963469,1.300864447,1.354610435,0.299132093,1.281144494,1.51278127,1.625174505,-0.029111094,1.16754802,0.638024525,0.579916917,1.588379094,1.167510427,0.896640629,0.33796434,1.164520066,1.39644579,0.941961725,1.229672895,1.155094868,1.185234431,1.545741158,1.170009261,1.284992825,-0.509727654,-0.260544654,-0.298539808,-0.08202477,-0.279873034,0.060877296,-0.142800943
GT_CpG_67:chr11:63001757-63002911_816231,0.877282639,1.111005936,-1.074334674,-0.574680774,0.181627954,1.370507393,-0.01926461,-1.052138973,0.529519587,0.38418987,0.5759924,0.118814841,-1.089089973,-0.054325849,1.040280865,0.814381438,-0.70774255,-0.448726073,1.366453587,0.510881652,-0.831250767,0.382729913,-0.095739673,1.058126453,0.785759162,0.159637333,0.422606585,0.426327429,1.085861914,0.811667331,0.408514785,-0.1392799,0.615511139,0.881050775,1.124835225,0.791393903,0.019103986,-0.606595125,-0.49028609,-0.93624468,-0.818776844,-0.756495646,-1.13234162,-1.245122556
GT_CpG_67:chr14:37120865-37121786_816495,0.04694615,-0.935356381,-1.617704159,-0.318571835,-0.229406709,0.150003992,-1.304149738,-1.350564121,0.130546794,0.187202467,0.814579729,0.444109255,-0.67758728,-1.206913717,-1.196871368,0.068805332,0.898573318,-0.587123213,-0.726283198,0.634686459,-1.00794954,0.350694035,0.472313404,1.313789111,1.064987409,0.97417633,0.661659924,-0.990996708,-1.681029365,0.267035792,0.593721016,0.130281917,-0.409215718,-0.147026333,-0.195338461,0.929781333,-0.47151908,-1.196120099,-1.279943729,-1.424682908,-1.469473369,-1.366228751,-1.774040349,-1.698073877
GT_CpG_67:chr23:12033489-12034435_817905,0.607443118,0.699674985,0.854709489,-0.881059157,-0.136149352,0.712348949,1.063563058,1.038552838,0.69789096,0.359890983,-0.000293715,0.231312419,0.670515509,0.628537639,0.776548562,1.109218803,0.800605946,0.75614273,0.783170505,0.291303873,1.041240149,0.436105888,0.468946268,-0.277505347,0.612777134,0.596433205,0.650210593,0.435355087,0.579871863,1.07885941,0.36726875,-0.14623881,0.465792718,0.497201168,0.722133475,0.846239617,0.588937221,-1.001257239,-0.908982607,-0.560086806,-1.252076715,-1.494187617,-0.993249909,-0.709201532
GT_CpG_67:chr23:677822-678776_1218569,1.248341026,1.414021184,1.634697219,0.78597871,0.976219609,1.568652955,1.349106462,0.532422198,1.133851729,1.16887076,1.250547725,1.505094636,1.668262078,0.951202968,0.911528478,1.497337126,1.193049748,1.121283748,1.575799335,0.869397567,1.106468592,0.315751405,0.30912862,1.003722858,1.277219662,0.310706914,0.790327826,1.319512214,1.260817714,0.421682465,0.73471974,0.603949715,0.61020134,1.084526095,1.100239044,1.107635425,1.007356125,-0.689760989,-0.279249871,-0.353110785,-0.520914011,-1.375626842,-0.352091742,0.126182867
GT_CpG_67:chr27:13004588-13005630_818551,1.057805792,0.772841238,0.858255468,-0.309498453,0.438610852,0.372387022,1.006581364,-0.485531372,0.919532707,0.066179234,0.976663551,0.95481761,1.518471072,-0.075802271,0.991915701,0.988198004,-0.460894033,1.078158203,1.529213082,0.971251609,0.237694395,0.695089935,0.708754098,0.879122488,1.263860866,1.145620765,0.792379873,1.02743259,0.94171457,0.218501196,1.020298325,-0.862588508,1.0598922,0.724550407,1.098752556,1.124772245,0.956009937,-0.812224383,-0.236652296,-0.505342832,-0.079047109,-1.267233245,-1.000982193,-0.498096267
GT_CpG_67:chr3:73493394-73494351_820155,0.528316273,0.242866149,0.67764212,0.057072098,0.631114061,0.10970306,0.71965402,1.197892147,-0.041297739,0.590683076,0.569343324,0.904298722,1.138725703,0.586766979,0.623649233,0.993359076,0.652737238,0.903663404,0.603634937,0.164951532,1.010777386,0.471982133,0.829062448,-0.718830432,1.289522983,0.285706154,-0.422984923,0.743653501,0.848662866,0.939750604,0.545750073,0.580377695,0.43244722,0.429272471,0.725781775,0.788845009,0.404573483,-0.638687975,-0.096501634,-0.349068286,-0.613471985,-0.562187319,-0.618339682,-0.368148423
GT_CpG_67:chr32:28324908-28325945_819436,-0.520442351,-0.88729699,-0.471813255,-0.976246493,-0.51995783,-0.469883431,-0.254399633,-0.471430537,-0.547944126,-0.5949595,-0.427212593,-0.483420398,-0.352565863,-0.404157886,-0.727500216,-0.33527544,-0.669566278,-0.46411141,-0.51451562,-0.612784737,-0.221212734,-0.476977864,-0.898271315,-1.320464461,-0.583929117,-0.659767612,-0.433533479,-0.204631529,-0.308242622,-0.199664648,-0.795393666,-0.759077688,-0.829841096,-0.390597984,-0.836017714,-0.028380432,-0.459086192,-1.685981525,-1.726537837,-1.771281467,-1.889895198,-2.139147766,-2.002271971,-1.965063232
GT_CpG_67:chr32:4450069-4450998_819472,1.044611142,2.064903124,1.875042848,1.080310551,1.56680886,1.77016043,1.668891204,1.809117081,1.386039266,1.333144458,1.865433845,1.302381259,1.944945943,1.772718056,1.129701668,1.82769685,1.285039489,1.332887472,1.697292496,1.656479019,1.346069818,1.460932476,0.783863028,1.525642624,1.948410252,2.165248528,1.798152834,1.710833455,1.356241755,2.03671551,1.696181284,1.642383562,1.564138545,1.868515608,1.77905765,1.842870289,1.64127581,-0.567529527,0.726342649,0.553387181,0.091001716,0.003853372,0.132838615,0.335897744
GT_CpG_67:chr5:62470972-62471713_820470,-1.106895678,-0.872918639,-1.375290015,-0.079999192,-0.916381506,-1.300503851,1.271758263,-1.593173532,-0.992432648,-1.744451608,-0.497271335,-1.457724547,-1.70266804,-1.341115609,-0.768991052,-1.349785715,-0.35262716,-0.881584235,-1.458075121,-0.800951272,-0.943845602,-0.559175738,-0.833273409,-0.92443161,-1.599845976,-1.407678607,-0.720508949,-1.214967534,-1.22429561,-1.847124293,-0.687472935,-0.905968332,-0.654289302,-0.495711333,-0.446047813,-0.680366082,-0.484737321,0.590912643,1.045969955,0.803995854,1.232382678,0.952873169,1.130452317,1.073702756
GT_CpG_67:chr5:9594372-9595138_820641,1.166774808,0.900488944,0.761886892,-0.05681147,0.607121412,0.819341985,0.773154114,0.227864203,0.670450122,0.994327502,0.741029615,0.385302394,0.674602751,0.770245923,0.65365537,1.022045387,0.513158825,0.426328922,1.391686652,0.361035006,0.093569981,0.022359288,0.233984799,0.727320685,0.959009209,0.640155844,0.624221561,0.803643914,0.973196593,0.212073207,0.472137424,0.262837115,0.901024024,0.812295943,1.22963116,0.963097625,0.823927446,-0.573034326,-0.203349028,-0.038084217,-0.380514927,-0.767300228,-0.33954379,-0.333648171
GT_CpG_67:chr7:4902591-4903664_821080,0.283277718,1.441376469,1.254362831,-0.412214803,0.156583554,1.40047909,1.195185848,-0.697248141,0.904541623,1.133102866,0.978991191,0.269090998,1.312627843,0.791343329,0.829476434,0.955769549,1.016999657,1.346069818,1.555038965,0.790769401,1.041046921,0.518922504,0.82080041,1.019658033,1.015368253,0.871889313,1.274232199,1.074704501,1.219629586,1.280700595,0.896494692,-0.175875019,0.934551793,0.921633876,1.083920341,1.128899007,0.951202968,-0.846732586,-0.232198687,-0.6246097,-0.235381566,-0.974826033,-0.957813403,-0.604178744
GT_CpG_67:chr9:24700149-24701124_821424,-0.888904346,-1.241799481,0.236554755,-1.559900292,-0.456428855,-0.402450702,0.286442379,-2.029064873,-2.044460683,-1.328657177,-0.480543255,-0.780586175,-0.06005031,-1.291697516,-1.056497415,-0.535352802,-0.986821598,0.055690398,0.494383142,-1.040545578,0.434815977,-1.604111804,-0.763859663,-1.49328616,-1.432891888,-1.428627881,-1.879700958,-0.532616824,-0.400145009,1.185729633,-0.456730621,-1.886298138,-0.081942146,-1.462256256,-0.080813269,-0.965882409,-0.527543362,-1.827605081,-1.846527143,-1.888584498,-1.942172295,-1.68368953,-2.161253766,-2.139770648
GT_CpG_673:chr34:10222967-10231335_815418,1.346545099,1.403196856,1.355346787,1.068905357,1.148542506,1.493366418,1.51626767,0.927489551,1.351449036,1.428733759,1.060658647,1.15989923,1.252679381,1.34565095,1.196717788,1.237559011,1.07240946,1.062974115,1.352547915,1.329089201,0.738947002,1.147018412,0.982262686,1.085377278,1.299020764,1.110609488,1.031771205,1.333151696,1.148157762,1.152325304,1.161043235,1.082882902,1.176285764,0.948573155,1.271742585,1.326601952,0.860909913,0.119541736,0.267359375,0.457235736,-0.301420788,-0.50444496,0.115326468,0.155208026
GT_CpG_68:chr11:49980220-49981093_823188,1.296116945,1.304483157,1.178502403,0.834897165,0.836416618,1.497416511,1.389763124,0.736862367,1.402669196,1.282086954,1.171099794,1.480159014,1.317357803,1.059664943,1.394066792,1.380544342,1.06690941,1.030766272,1.528415536,1.244637442,1.197084415,0.896475995,1.320534092,1.109341157,1.413405824,1.417502627,1.144262342,1.207580768,1.117722611,0.998392892,0.879481121,0.98895255,1.064309067,1.431488566,1.325918738,1.507209272,1.186173421,-0.206087607,-0.185543964,0.265178289,-0.574840372,-0.872849455,-0.605827179,-0.029865614
GT_CpG_68:chr14:34801479-34802505_823731,1.041019074,1.113852979,0.755263039,0.84192116,0.510564549,0.856345908,0.75473951,0.034351882,1.031008549,0.986846054,0.452228373,0.948311723,0.865292798,0.666501775,0.884800212,0.527380326,-0.165060833,0.235121041,1.159302751,1.143536158,0.607938724,0.426101225,0.840230661,0.672485935,0.956965041,0.870376195,0.850542972,0.750888669,0.109117956,0.394991421,0.945897852,0.485864613,0.074853659,0.877481394,1.045407556,0.848391966,0.308333103,-0.705068826,-0.533494742,-0.313913554,-0.780861133,-0.864039173,-1.160306931,-0.820469038
GT_CpG_68:chr16:35734220-35735027_824127,-0.521654782,-0.331903962,0.930644296,0.010308128,-0.188496969,1.496206221,-0.754963647,-1.040194186,-0.698005807,-0.981788893,1.138516596,0.666769657,0.830883225,-0.670400018,1.155706913,1.107738909,0.433185796,0.397999659,0.981932837,-0.699902681,0.557726463,-0.25929764,0.127768268,-0.417551137,0.447108282,-0.158329295,0.540465607,0.643134631,0.47843728,0.438754408,0.321988878,-0.452521056,0.638007439,0.123017054,1.625666747,0.325008732,0.734435638,-1.698060428,-1.618486766,-1.102720092,-1.728647659,-1.637445718,-2.027135578,-2.085645375
GT_CpG_68:chr17:21240927-21241988_824283,0.23031581,-1.451475001,1.5014195,0.146390489,-0.027682281,-0.804627371,0.827076834,-0.056743617,-1.024680979,-0.846316028,-0.366128013,-0.527092718,0.469155291,-0.731698493,-1.730156277,-2.171698446,-0.460833807,1.150797646,0.379499601,-1.235906102,0.027319409,-1.192957575,0.420433003,-0.330276981,-0.233426356,-0.903557241,-1.361698127,0.423617555,-0.791682128,1.023066005,-1.446156375,-0.39666832,-0.242681495,-0.568660641,0.82840462,-0.449484252,0.181653373,-1.386458352,-1.141001926,-1.230097159,-1.563641854,-1.413765655,-1.891341574,-1.728582306
GT_CpG_68:chr19:18716957-18717796_824708,1.157857513,1.020176475,0.812250601,0.886789893,0.330129175,1.171720065,1.232951671,0.575306226,1.243375515,1.343442052,1.000899515,1.478067459,1.454750411,1.089325214,1.194065538,1.082831867,1.223066942,1.19274301,1.18042491,1.380768356,1.104785619,0.840169651,0.98790328,0.850318895,1.435078085,1.296170471,1.06261751,1.250448048,1.187536881,0.876431283,0.884371167,0.672060088,0.983540008,1.26392303,1.180372203,1.187146129,0.761423892,-0.40568807,-0.297365254,0.053017163,-0.308688832,-1.176550915,-0.377542528,0.00989101
GT_CpG_68:chr2:48140428-48141286_2441707,-0.054915943,-1.296684751,0.428608962,-0.817658782,-0.068916317,-2.041955083,1.147811436,0.103226803,-0.587147974,-0.135392263,0.210254046,-1.46410605,0.318891401,-0.318599288,-0.031858384,0.909670192,-1.583153619,1.263580363,0.232299634,-1.157715939,0.07618224,-0.322364035,-0.881821867,-0.28981837,-0.469588258,0.05127285,-1.323631946,-1.244095025,0.71786709,0.698530057,-0.527181732,-0.104220604,-0.604448463,-0.589389757,-1.492798084,-0.374790067,0.076612387,-1.939948034,-1.341644793,-1.190937048,-1.266976888,-1.818297242,-1.480715143,-1.477538474
GT_CpG_68:chr20:43961153-43962023_825456,0.194079563,0.611492878,-0.57946012,-0.251010719,-0.674545404,0.046377046,-0.310937114,-1.01471343,0.453934583,0.165612394,0.434423374,-0.074931222,0.374307088,-0.860227945,-0.903602699,0.323100227,0.016470237,0.12501677,0.503581429,-0.746415711,-0.064438091,-1.122104179,-0.811903206,0.561436586,0.444665764,-0.164147553,0.413691649,-0.594452073,-0.396906895,-0.772666387,-0.036213729,-0.069404656,0.078723364,-0.228142122,0.207387167,-0.704090569,0.254939532,-0.886351156,-1.247610273,-1.106355049,-1.361070152,-1.246318943,-1.276306778,-1.399526517
GT_CpG_68:chr20:44729453-44730316_825473,-0.832538742,-0.446047813,-0.287076844,-0.962892011,-0.642156893,-0.374139953,0.417037143,-0.485400411,-1.153355877,-0.96199351,-1.191796457,-1.568871318,-1.266213864,-0.238813479,-1.426263574,-0.353752438,-1.448012209,-1.439426741,0.06763521,-1.248618374,-0.706054029,-1.056433938,-1.116309162,-0.977594137,-0.652426083,-0.417982789,-1.607169839,-0.784712443,-0.314046977,1.019934476,-0.660506066,-1.524856101,0.400693637,-1.15391896,-1.214465115,0.001353873,-0.800005034,-1.313999419,-2.413932699,-1.384025436,-2.096324077,-1.962586155,-2.119564275,-2.147113368
GT_CpG_68:chr24:18193064-18193894_1230271,0.865320335,0.286403466,0.496889404,0.157660167,-0.252296224,1.186994966,0.834673595,-0.511766842,0.639985016,-0.179215341,0.812790842,0.770976718,0.955640695,0.083792497,0.600972115,0.009758274,0.210297356,0.920085342,1.110235219,1.204207607,0.734569193,-0.111924239,-0.138227431,0.389794905,0.775510514,1.010535346,0.672247743,0.665902265,1.202593994,0.406379796,0.427091144,-0.061481725,0.858609034,0.718872799,0.971823498,0.755701568,0.800965822,-0.357978624,-0.254360373,-0.659222643,-0.815548942,-0.442440752,-1.279327026,-0.778875451
GT_CpG_68:chr29:5542727-5543783_826601,0.673301688,-0.722155635,0.851179712,-0.210523193,0.255627126,0.531765918,1.129472312,1.032588838,0.803955466,0.916578367,0.531345673,0.380858391,1.153988828,-0.000284193,0.075665315,0.827988541,0.594758769,1.102781919,1.504871659,0.959060329,0.229460162,0.854009777,0.773904858,0.967737261,1.076591736,1.055788521,0.758875753,0.771503588,-0.133304465,0.582497686,0.496796733,0.638596401,0.807450317,0.468472224,0.564877254,1.078780442,0.843767751,-0.70099919,-0.147908693,-0.205731539,-0.585093318,-1.179033585,-0.723443143,-0.038673225
GT_CpG_68:chr3:44116235-44117059_827748,1.295000253,1.11601281,0.799390224,1.00141559,1.173346937,1.400210465,1.329196955,1.231334137,1.350350548,1.173980718,1.001951097,1.230407735,1.312114058,1.012001447,0.912119183,1.264549772,0.533880275,0.896640629,1.401818366,1.13424404,0.771335693,0.931804711,0.732775195,1.053570333,1.381931189,1.19273984,0.670591883,1.23843585,0.937770002,1.140807575,0.647590792,0.854349842,0.924813072,1.065545814,1.314634101,1.411268921,0.66471956,-0.220857348,-0.160941379,-0.155566889,-0.484131583,-0.47070871,-0.749209781,-0.738438884
GT_CpG_68:chr30:36387218-36388341_826956,-0.389992169,-0.740283948,-1.999507731,-1.177823948,-1.730584533,-0.965205137,-0.376632541,-1.486195036,-1.492265415,-1.035435434,-1.292279299,-1.559877983,-1.615758983,-0.72976607,-1.265449164,-0.982236375,-0.978364056,-0.382779232,0.052904869,-0.805126305,-1.568569492,0.242753009,-1.896267147,-0.464593139,0.327997546,-2.144441047,-1.809374769,-0.853807049,-0.659705907,-0.795761329,-1.00882437,-2.60121372,-1.569484544,-1.147694445,-0.507291973,-0.838827162,-0.596389961,-1.870652816,-2.097893875,-1.801863001,-2.282763473,-2.067329617,-2.334363032,-2.38788741
GT_CpG_68:chr5:24006747-24007544_828090,-0.201765771,0.030398658,0.35945466,-0.170520266,-0.175836476,0.268402326,0.101926964,-0.722702325,-0.483917387,-0.754318968,0.307355787,-0.631105592,-0.329978278,-0.169079919,0.388592931,0.347501699,-0.279229814,-0.187403807,0.021183336,-0.83389592,0.228495861,-0.629743331,-0.350593145,0.350621359,-0.186017944,-0.328714546,0.103918143,0.17862954,0.14825839,1.416173769,-0.057982161,-0.841743596,0.077843031,-0.564680265,0.121986881,0.167147226,0.166039465,-0.71448407,-1.175177491,-1.197211344,-1.574492085,-0.900870384,-1.712558638,-1.65680797
GT_CpG_68:chr6:9058496-9059665_828495,0.130307261,0.105549287,0.554615571,-0.790114872,-0.745408441,0.028562619,0.53318277,-1.084960856,-1.118626023,-0.488183674,-0.343382849,0.311021187,0.749657799,-0.999274546,-1.388386317,-1.032585702,0.387887543,0.884115457,0.867748333,-0.627156028,0.932992912,0.11485091,-0.47959691,0.26276497,-1.18341405,0.110457258,-0.807112118,-0.161248221,0.999697115,0.708956539,0.01173814,-0.701128075,0.224648567,-1.183616764,0.235023818,0.574138632,1.019437921,-1.078097362,-1.531454836,-1.211884054,-1.81290411,-0.958574381,-1.433921884,-1.569766699
GT_CpG_68:chr9:24960765-24961596_828943,-0.742711554,1.122163864,1.035616151,-0.155452365,0.995234349,1.17443777,0.854797003,0.048300142,1.280399321,-0.4246217,-0.28799948,0.915638398,1.042521522,0.680333761,0.954892924,0.489076416,0.628533539,0.711332928,1.147773187,1.067663316,0.972351883,-0.154562329,0.725267913,0.124674091,0.913259652,0.351549616,0.2476865,0.706595538,0.799863888,1.085817732,0.019230664,-0.654226254,0.552536137,0.494988846,0.292330584,0.249476302,0.337675171,-0.766322879,-0.331539304,-0.307214999,-0.912494175,-1.038399751,-0.589426977,-0.17528881
